date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:06:44	1776/1776	---MCZ	200	added ('OK')	text/css	etag:W/%226f0-qUoFmzF4tK3sCeMoGs4oGaMAlaQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:45	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/products/POST	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/products/POST	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:06:59%20GMT	http://w19r0y-10.myshopify.com/cdn/s/trekkie.storefront.63fa514cc5b1f7c3e0ff0cd45925a6686a523fe8.min.js	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/s/trekkie.storefront.63fa514cc5b1f7c3e0ff0cd45925a6686a523fe8.min.js	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:00%20GMT	http://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-c9e3a859075b9eb487792876d7f4681034d6b6d4ec78965799685249c0681468.js	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-c9e3a859075b9eb487792876d7f4681034d6b6d4ec78965799685249c0681468.js	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:47	122182/122182	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2007%20Feb%202025%2012:52:29%20GMT	https://w19r0y-10.myshopify.com/cdn/s/trekkie.storefront.63fa514cc5b1f7c3e0ff0cd45925a6686a523fe8.min.js	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/s/trekkie.storefront.63fa514cc5b1f7c3e0ff0cd45925a6686a523fe8.min.js	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:47	8537/8537	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2010%20Feb%202025%2011:30:48%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-c9e3a859075b9eb487792876d7f4681034d6b6d4ec78965799685249c0681468.js	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-c9e3a859075b9eb487792876d7f4681034d6b6d4ec78965799685249c0681468.js	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:48	20600/20600	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2007%20Feb%202025%2018:23:26%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.3.0.min.js	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.3.0.min.js	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:48	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a76f-O0GzvJVmhQFaNHoiOOcdsp36Dbs%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:49	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/products/%22https://www.google-analytics.com%22/&gt;&lt;link	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/products/_https_/www.google-analytics.com_/&gt;&lt;link	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:50	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/products/%22https://www.google.com%22/&gt;&lt;link	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/products/_https_/www.google.com_/&gt;&lt;link	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:51	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/products/%22https://data.mercadolibre.com%22/&gt;&lt;link	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/products/_https_/data.mercadolibre.com_/&gt;&lt;link	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:52	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/products/%22https://http2.mlstatic.com%22/&gt%22	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/products/_https_/http2.mlstatic.com_/&gt_	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:53	447763/447763	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:17ffa2bb543db3eb1771966de81fe984%22	https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153.oembed	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153.oembed	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:53	3804/3804	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Feb%202025%2022:07:06%20GMT	https://w19r0y-10.myshopify.com/checkouts/internal/preloads.js?locale=pt-BR	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/checkouts/internal/preloads4c33.js	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:53	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2004%20Feb%202025%2015:51:48%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:07%20GMT	http://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.js	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.18.delayed	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:55	12948/12948	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2028%20Dec%202024%2007:02:20%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.js	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.js	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:55	248269/248269	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2010%20Feb%202025%2022:02:35%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.pt-br.js	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.pt-br.js	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:56	12290/12290	---MCZ	200	added ('OK')	text/css	date:Mon,%2010%20Feb%202025%2022:03:49%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:09%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/t/4/assets/desktop.css?v=134837194395233590961739222053	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/t/4/assets/desktop91b4.css	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:57	597229/597229	---MCZ	200	added ('OK')	text/css	date:Mon,%2010%20Feb%202025%2021:19:51%20GMT	https://w19r0y-10.myshopify.com/cdn/shop/t/4/assets/desktop.css?v=134837194395233590961739222053	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/t/4/assets/desktop91b4.css	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:57	3115/3115	---M--	200	added ('OK')	image/png	etag:%22c2b-9jJwa/xT5PPylXSS9pFB5ubHW6w%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__large_25years.png	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__large_25years.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:11%20GMT	http://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c.gif	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c.gif	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:59	19095/19095	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Jan%202025%2011:33:04%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c.gif	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c.gif	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:06:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:12%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_608050-MLU77315438809.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_608050-MLU773154388094506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:13%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_816527-MLU77315319481.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_816527-MLU773153194814506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:00	407956/407956	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Feb%202025%2022:07:13%20GMT	https://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_608050-MLU77315438809.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_608050-MLU773154388094506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:14%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_619454-MLU77315369353.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_619454-MLU773153693534506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:02	481085/481085	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Feb%202025%2022:07:14%20GMT	https://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_816527-MLU77315319481.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_816527-MLU773153194814506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:17%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_749620-MLU77315468829.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_749620-MLU773154688294506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:05	842990/842990	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Feb%202025%2022:07:16%20GMT	https://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_619454-MLU77315369353.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_619454-MLU773153693534506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:19%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_691049-MLU77315319523.png?v=1739212942	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_691049-MLU773153195232920.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:07	389126/389126	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Feb%202025%2022:07:19%20GMT	https://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_749620-MLU77315468829.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_749620-MLU773154688294506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:22%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_832398-MLU77315369389.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_832398-MLU773153693894506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:10	746796/746796	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Feb%202025%2022:07:21%20GMT	https://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_691049-MLU77315319523.png?v=1739212942	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_691049-MLU773153195232920.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:24%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_605376-MLU77315468875.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_605376-MLU773154688754506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:14	492125/492125	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Feb%202025%2022:07:24%20GMT	https://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_832398-MLU77315369389.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_832398-MLU773153693894506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:18	746581/746581	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Feb%202025%2022:07:27%20GMT	https://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_605376-MLU77315468875.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_605376-MLU773154688754506.png	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:24	3803/3803	---M--	200	added ('OK')	image/jpeg	etag:%22737863926%22	https://http2.mlstatic.com/D_NQ_NP_914488-MLA74840999426_032024-G.jpg	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/http2.mlstatic.com/D_NQ_NP_914488-MLA74840999426_032024-G.jpg	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
19:07:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2022:07:51%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_608050-MLU77315438809_large.png?v=1739212941	C:/Users/User/Downloads/tela%20mercado%20livre%20trabalho/cooktop-itatiaia/w19r0y-10.myshopify.com/cdn/shop/files/D_NQ_NP_2X_608050-MLU77315438809_large.304506.delayed	(from https://w19r0y-10.myshopify.com/products/cooktop-a-gas-itatiaia-preto-5-bocas-essencial-bivolt-127v-220v-620ct50153)
