date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:52:03	1776/1776	---M-Z	200	added ('OK')	text/css	etag:W/%226f0-qUoFmzF4tK3sCeMoGs4oGaMAlaQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	C:/Users/User/Downloads/cart%20ml/cart%20ml/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	(from https://w19r0y-10.myshopify.com/cart)
20:52:04	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/POST	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/POST	(from https://w19r0y-10.myshopify.com/cart)
20:52:04	60207/60207	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/cdn	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn	(from https://w19r0y-10.myshopify.com/cart)
20:52:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2023:52:18%20GMT	http://w19r0y-10.myshopify.com/cdn/s/trekkie.storefront.63fa514cc5b1f7c3e0ff0cd45925a6686a523fe8.min.js	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/s/trekkie.storefront.63fa514cc5b1f7c3e0ff0cd45925a6686a523fe8.min.js	(from https://w19r0y-10.myshopify.com/cart)
20:52:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2023:52:19%20GMT	http://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-c9e3a859075b9eb487792876d7f4681034d6b6d4ec78965799685249c0681468.js	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-c9e3a859075b9eb487792876d7f4681034d6b6d4ec78965799685249c0681468.js	(from https://w19r0y-10.myshopify.com/cart)
20:52:06	122182/122182	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2007%20Feb%202025%2012:52:29%20GMT	https://w19r0y-10.myshopify.com/cdn/s/trekkie.storefront.63fa514cc5b1f7c3e0ff0cd45925a6686a523fe8.min.js	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/s/trekkie.storefront.63fa514cc5b1f7c3e0ff0cd45925a6686a523fe8.min.js	(from https://w19r0y-10.myshopify.com/cart)
20:52:06	8537/8537	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2010%20Feb%202025%2011:30:48%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-c9e3a859075b9eb487792876d7f4681034d6b6d4ec78965799685249c0681468.js	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-c9e3a859075b9eb487792876d7f4681034d6b6d4ec78965799685249c0681468.js	(from https://w19r0y-10.myshopify.com/cart)
20:52:06	20600/20600	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2007%20Feb%202025%2018:23:26%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.3.0.min.js	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.3.0.min.js	(from https://w19r0y-10.myshopify.com/cart)
20:52:07	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a76f-O0GzvJVmhQFaNHoiOOcdsp36Dbs%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	C:/Users/User/Downloads/cart%20ml/cart%20ml/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from https://w19r0y-10.myshopify.com/cart)
20:52:07	3804/3804	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Feb%202025%2023:52:20%20GMT	https://w19r0y-10.myshopify.com/checkouts/internal/preloads.js?locale=pt-BR	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/checkouts/internal/preloads4c33.js	(from https://w19r0y-10.myshopify.com/cart)
20:52:07	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2004%20Feb%202025%2015:51:48%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	C:/Users/User/Downloads/cart%20ml/cart%20ml/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://w19r0y-10.myshopify.com/cart)
20:52:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2023:52:20%20GMT	http://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.js	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.js	(from https://w19r0y-10.myshopify.com/cart)
20:52:08	190730/190730	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:13b280df4534eacfd058fb9f95a0acbe%22	https://w19r0y-10.myshopify.com/	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/index.html	(from https://w19r0y-10.myshopify.com/cart)
20:52:09	12948/12948	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2028%20Dec%202024%2007:02:20%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.js	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.js	(from https://w19r0y-10.myshopify.com/cart)
20:52:09	248269/248269	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2010%20Feb%202025%2023:43:59%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.pt-br.js	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.pt-br.js	(from https://w19r0y-10.myshopify.com/cart)
20:52:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2023:52:22%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/t/4/assets/cart.css?v=117482179930787158201739222053	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shop/t/4/assets/cart5ffe.css	(from https://w19r0y-10.myshopify.com/cart)
20:52:11	12290/12290	---MCZ	200	added ('OK')	text/css	date:Mon,%2010%20Feb%202025%2023:47:53%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://w19r0y-10.myshopify.com/cart)
20:52:11	413724/413724	---MCZ	200	added ('OK')	text/css	date:Mon,%2010%20Feb%202025%2021:20:57%20GMT	https://w19r0y-10.myshopify.com/cdn/shop/t/4/assets/cart.css?v=117482179930787158201739222053	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shop/t/4/assets/cart5ffe.css	(from https://w19r0y-10.myshopify.com/cart)
20:52:11	1337/1337	---M--	200	added ('OK')	image/png	etag:%22539-2t4oSH+8rb3yAn9xl5EiSZexrRw%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__small_25years.png	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__small_25years.png	(from https://w19r0y-10.myshopify.com/cart)
20:52:13	348908/348908	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:198021047c0d7e317e047252e81f175c%22	https://w19r0y-10.myshopify.com/pages/inicio	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/pages/inicio.html	(from https://w19r0y-10.myshopify.com/cart)
20:52:14	721457/721457	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:91e372ca4d9faf1c7fba2d3b7b3cf808%22	https://w19r0y-10.myshopify.com/collections/frontpage	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/collections/frontpage.html	(from https://w19r0y-10.myshopify.com/cart)
20:52:14	709686/709686	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:ddca6a42889871b4ae067580ade363a0%22	https://w19r0y-10.myshopify.com/collections/	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/collections/index.html	(from https://w19r0y-10.myshopify.com/cart)
20:52:14	3115/3115	---M--	200	added ('OK')	image/png	etag:%22c2b-9jJwa/xT5PPylXSS9pFB5ubHW6w%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__large_25years.png	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__large_25years.png	(from https://w19r0y-10.myshopify.com/cart)
20:52:15	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/pages/verificar	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/pages/verificar	(from https://w19r0y-10.myshopify.com/cart)
20:52:18	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/pages/POST	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/pages/POST	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2023:52:31%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/t/4/assets/inicio-mobile.css?v=158110846078073944451739222053	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shop/t/4/assets/inicio-mobile.2046a8.delayed	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:18	262321/262321	---MCZ	200	added ('OK')	text/css	date:Mon,%2010%20Feb%202025%2021:29:10%20GMT	https://w19r0y-10.myshopify.com/cdn/shop/t/4/assets/inicio-mobile.css?v=158110846078073944451739222053	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shop/t/4/assets/inicio-mobile46a8.css	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2023:52:32%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/t/4/assets/inicio-desktop.css?v=32146997281551949571739222053	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shop/t/4/assets/inicio-desktop833a.css	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:20	239960/239960	---MCZ	200	added ('OK')	text/css	date:Mon,%2010%20Feb%202025%2021:29:10%20GMT	https://w19r0y-10.myshopify.com/cdn/shop/t/4/assets/inicio-desktop.css?v=32146997281551949571739222053	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shop/t/4/assets/inicio-desktop833a.css	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:20	121264/121264	---M--	200	added ('OK')	image/webp	etag:%221d9b0-AcnW6DxqtEvH+hJZreMFIYS2Tzs%22	https://http2.mlstatic.com/storage/splinter-admin/o:f_webp,q_auto:best/1711650124829-novodesktophome-mainslider-2.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/storage/splinter-admin/o_f_webp,q_auto_best/1711650124829-novodesktophome-mainslider-2.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2023:52:33%20GMT	http://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_large.gif	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_large.gif	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:22	4132/4132	---M--	200	added ('OK')	image/gif	date:Mon,%2013%20May%202024%2023:56:45%20GMT	https://w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_large.gif	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_large.gif	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:23	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/pages/aaa	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/pages/aaa	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:25	4702/4702	---M--	200	added ('OK')	image/jpeg	etag:%22607538260%22	http://http2.mlstatic.com/D_820843-MLU74087764481_012024-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_820843-MLU74087764481_012024-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:27	4740/4740	---M--	200	added ('OK')	image/jpeg	etag:%224212606142%22	http://http2.mlstatic.com/D_878666-MLU71963854570_092023-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_878666-MLU71963854570_092023-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:27	1830/1830	---M--	200	added ('OK')	image/jpeg	etag:%222556508680%22	http://http2.mlstatic.com/D_830799-MLU74134570456_012024-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_830799-MLU74134570456_012024-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:28	709686/709686	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:ddca6a42889871b4ae067580ade363a0%22	https://w19r0y-10.myshopify.com/collections	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/collections.html	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:28	1833/1833	---M--	200	added ('OK')	image/jpeg	etag:%224263097826%22	http://http2.mlstatic.com/D_782008-MLA48243381807_112021-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_782008-MLA48243381807_112021-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:29	1387/1387	---M--	200	added ('OK')	image/jpeg	etag:%222507165661%22	http://http2.mlstatic.com/D_609605-MLU75402110653_032024-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_609605-MLU75402110653_032024-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:29	2156/2156	---M--	200	added ('OK')	image/jpeg	etag:%221022818906%22	http://http2.mlstatic.com/D_721940-MLB72530602300_102023-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_721940-MLB72530602300_102023-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:30	4255/4255	---M--	200	added ('OK')	image/jpeg	etag:%221548590963%22	http://http2.mlstatic.com/D_855754-MLB73397799257_122023-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_855754-MLB73397799257_122023-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:30	2265/2265	---M--	200	added ('OK')	image/jpeg	etag:%221807504448%22	http://http2.mlstatic.com/D_622058-MLB74953843811_032024-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_622058-MLB74953843811_032024-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:31	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/collections/acessorios-para-veiculos	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/collections/acessorios-para-veiculos	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:33	2977/2977	---M--	200	added ('OK')	image/jpeg	etag:%221916697678%22	http://http2.mlstatic.com/D_679234-MLA48678146926_122021-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_679234-MLA48678146926_122021-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:33	2802/2802	---M--	200	added ('OK')	image/jpeg	etag:%224148072772%22	http://http2.mlstatic.com/D_720431-MLU73460621022_122023-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_720431-MLU73460621022_122023-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:33	3558/3558	---M--	200	added ('OK')	image/jpeg	etag:%221830871418%22	http://http2.mlstatic.com/D_840457-MLU73592507440_122023-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_840457-MLU73592507440_122023-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:34	4143/4143	---M--	200	added ('OK')	image/jpeg	etag:%221896756210%22	http://http2.mlstatic.com/D_683626-MLU72247438400_102023-I.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_683626-MLU72247438400_102023-I.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:35	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/products/console-sony-playstation-5-standard-edition-825gb	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/products/console-sony-playstation-5-standard-edition-825gb	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:35	188943/188943	---M--	200	added ('OK')	image/jpeg	etag:%221010125409%22	https://http2.mlstatic.com/D_NQ_600976-MLA73661526120_012024-OO.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_NQ_600976-MLA73661526120_012024-OO.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:35	89561/89561	---M--	200	added ('OK')	image/jpeg	etag:%222432942147%22	https://http2.mlstatic.com/D_NQ_984159-MLA75569290028_042024-OO.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_NQ_984159-MLA75569290028_042024-OO.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:35	27520/27520	---M--	200	added ('OK')	image/webp	etag:%226b80-4bFNS9H1XumnPXQ0Wd2GMc/EEIU%22	https://http2.mlstatic.com/storage/splinter-admin/o:f_webp,q_auto:low/1711649930261-mobilehome-mainslider-2024-03-28t151702.099.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/storage/splinter-admin/o_f_webp,q_auto_low/1711649930261-mobilehome-mainslider-2024-03-28t151702.099.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:35	25110/25110	---M--	200	added ('OK')	image/webp	etag:%226216-M2c0GJq5sT+TZq867dZNP64ctuo%22	https://http2.mlstatic.com/storage/splinter-admin/o:f_webp,q_auto:low/1711650449850-mobilehome-mainslider-2024-03-28t152722.770.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/storage/splinter-admin/o_f_webp,q_auto_low/1711650449850-mobilehome-mainslider-2024-03-28t152722.770.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:36	46482/46482	---M--	200	added ('OK')	image/webp	etag:%22b592-vbhOEmagp+mGVEWzw8xNuxmFeuA%22	https://http2.mlstatic.com/storage/splinter-admin/o:f_webp,q_auto:low/1711663038443-mobilehome-mainslider-13.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/storage/splinter-admin/o_f_webp,q_auto_low/1711663038443-mobilehome-mainslider-13.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:36	598181/598181	---M--	200	added ('OK')	image/jpeg	etag:%221010125409%22	https://http2.mlstatic.com/D_NQ_600976-MLA73661526120_012024-F.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_NQ_600976-MLA73661526120_012024-F.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:37	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/collections/air-fryer	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/collections/air-fryer.3d.delayed	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:37	198658/198658	---M--	200	added ('OK')	image/jpeg	etag:%222205405956%22	https://http2.mlstatic.com/D_NQ_982392-MLA75568112760_042024-F.jpg	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/D_NQ_982392-MLA75568112760_042024-F.jpg	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:38	5327/5327	---M--	200	added ('OK')	image/png	etag:%2214cf-qqXG/k04tnZuSA0g1f2lWHd02x8%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-anniversary-banner.png	C:/Users/User/Downloads/cart%20ml/cart%20ml/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-anniversary-banner.png	(from https://w19r0y-10.myshopify.com/pages/inicio)
20:52:40	191497/191497	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:a0d76d86988c0f7e579428eb2d5806dd%22	https://w19r0y-10.myshopify.com/collections/POST	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/collections/POST	(from https://w19r0y-10.myshopify.com/collections/)
20:52:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Feb%202025%2023:52:53%20GMT	http://w19r0y-10.myshopify.com/cdn/shop/t/4/assets/search.css?v=161551949736958589601739222053	C:/Users/User/Downloads/cart%20ml/cart%20ml/w19r0y-10.myshopify.com/cdn/shop/t/4/assets/search.41f56b.delayed	(from https://w19r0y-10.myshopify.com/collections/)
